Gene stable ID	Transcript stable ID	Gene stable ID	Transcript stable ID
AT1G10180	AT1G10180.1	Os07g0568000	Os07t0568000-01
AT1G10180	AT1G10180.1	Os07g0568000	Os07t0568000-02
AT2G39900	AT2G39900.1	Os03g0266100	Os03t0266100-01
AT4G30080	AT4G30080.1	Os06g0685700	Os06t0685700-01
AT1G49670	AT1G49670.2	Os09g0459800	Os09t0459800-01
AT1G49670	AT1G49670.2	Os09g0459800	Os09t0459800-04
AT1G49670	AT1G49670.2	Os09g0459800	Os09t0459800-02
AT1G49670	AT1G49670.2	Os09g0459800	Os09t0459800-03
AT1G49670	AT1G49670.1	Os09g0459800	Os09t0459800-01
AT1G49670	AT1G49670.1	Os09g0459800	Os09t0459800-04
AT1G49670	AT1G49670.1	Os09g0459800	Os09t0459800-02
AT1G49670	AT1G49670.1	Os09g0459800	Os09t0459800-03
AT5G63850	AT5G63850.1	Os11g0195600	Os11t0195600-01
AT5G63850	AT5G63850.1	Os01g0617650	Os01t0617650-00
AT5G63850	AT5G63850.1	Os08g0415900	Os08t0415900-00
AT5G63850	AT5G63850.1	Os01g0882800	Os01t0882800-01
AT1G31360	AT1G31360.4	Os11g0708600	Os11t0708600-01
AT1G31360	AT1G31360.4	Os11g0708600	Os11t0708600-02
AT1G31360	AT1G31360.7	Os11g0708600	Os11t0708600-01
AT1G31360	AT1G31360.7	Os11g0708600	Os11t0708600-02
AT1G31360	AT1G31360.3	Os11g0708600	Os11t0708600-01
AT1G31360	AT1G31360.3	Os11g0708600	Os11t0708600-02
AT1G31360	AT1G31360.1	Os11g0708600	Os11t0708600-01
AT1G31360	AT1G31360.1	Os11g0708600	Os11t0708600-02
AT1G31360	AT1G31360.5	Os11g0708600	Os11t0708600-01
AT1G31360	AT1G31360.5	Os11g0708600	Os11t0708600-02
AT1G31360	AT1G31360.2	Os11g0708600	Os11t0708600-01
AT1G31360	AT1G31360.2	Os11g0708600	Os11t0708600-02
AT1G31360	AT1G31360.8	Os11g0708600	Os11t0708600-01
AT1G31360	AT1G31360.8	Os11g0708600	Os11t0708600-02
AT1G31360	AT1G31360.6	Os11g0708600	Os11t0708600-01
AT1G31360	AT1G31360.6	Os11g0708600	Os11t0708600-02
AT1G59790	AT1G59790.1	Os01g0369200	Os01t0369200-01
AT1G59790	AT1G59790.1	Os01g0935300	Os01t0935300-02
AT1G59790	AT1G59790.1	Os01g0935300	Os01t0935300-01
AT1G59790	AT1G59790.2	Os01g0369200	Os01t0369200-01
AT1G59790	AT1G59790.2	Os01g0935300	Os01t0935300-02
AT1G59790	AT1G59790.2	Os01g0935300	Os01t0935300-01
AT5G66970	AT5G66970.1	Os05g0509500	Os05t0509500-01
AT5G66970	AT5G66970.1	Os01g0772800	Os01t0772800-01
AT5G65980	AT5G65980.2	Os09g0554300	Os09t0554300-01
AT5G65980	AT5G65980.1	Os09g0554300	Os09t0554300-01
AT4G21910	AT4G21910.4	Os07g0516600	Os07t0516600-01
AT4G21910	AT4G21910.4	Os03g0570800	Os03t0570800-01
AT4G21910	AT4G21910.4	Os03g0572900	Os03t0572900-01
AT4G21910	AT4G21910.1	Os07g0516600	Os07t0516600-01
AT4G21910	AT4G21910.1	Os03g0570800	Os03t0570800-01
AT4G21910	AT4G21910.1	Os03g0572900	Os03t0572900-01
AT4G21910	AT4G21910.3	Os07g0516600	Os07t0516600-01
AT4G21910	AT4G21910.3	Os03g0570800	Os03t0570800-01
AT4G21910	AT4G21910.3	Os03g0572900	Os03t0572900-01
AT4G21910	AT4G21910.2	Os07g0516600	Os07t0516600-01
AT4G21910	AT4G21910.2	Os03g0570800	Os03t0570800-01
AT4G21910	AT4G21910.2	Os03g0572900	Os03t0572900-01
AT2G18480	AT2G18480.1	Os10g0360100	Os10t0360100-02
AT2G18480	AT2G18480.1	Os10g0360100	Os10t0360100-01
AT3G54470	AT3G54470.1	Os01g0951400	Os01t0951400-02
AT3G54470	AT3G54470.1	Os01g0951400	Os01t0951400-01
AT5G48750	AT5G48750.1	Os03g0194600	Os03t0194600-01
AT1G57765	AT1G57765.2	Os05g0419600	Os05t0419600-01
AT1G57765	AT1G57765.1	Os05g0419600	Os05t0419600-01
AT5G05730	AT5G05730.1	Os03g0264400	Os03t0264400-02
AT5G05730	AT5G05730.1	Os03g0264400	Os03t0264400-03
AT5G05730	AT5G05730.1	Os03g0264400	Os03t0264400-01
AT5G05730	AT5G05730.2	Os03g0264400	Os03t0264400-02
AT5G05730	AT5G05730.2	Os03g0264400	Os03t0264400-03
AT5G05730	AT5G05730.2	Os03g0264400	Os03t0264400-01
AT3G60740	AT3G60740.1	Os10g0508500	Os10t0508500-00
AT3G60740	AT3G60740.2	Os10g0508500	Os10t0508500-00
AT3G60740	AT3G60740.3	Os10g0508500	Os10t0508500-00
AT2G07640	AT2G07640.1	Os04g0614000	Os04t0614000-01
AT1G18840	AT1G18840.1	Os05g0535900	Os05t0535900-02
AT1G18840	AT1G18840.1	Os05g0535900	Os05t0535900-01
AT1G18840	AT1G18840.3	Os05g0535900	Os05t0535900-02
AT1G18840	AT1G18840.3	Os05g0535900	Os05t0535900-01
AT1G18840	AT1G18840.2	Os05g0535900	Os05t0535900-02
AT1G18840	AT1G18840.2	Os05g0535900	Os05t0535900-01
AT4G05090	AT4G05090.1	Os07g0558200	Os07t0558200-01
AT4G05090	AT4G05090.1	Os07g0558200	Os07t0558200-02
AT4G05090	AT4G05090.2	Os07g0558200	Os07t0558200-01
AT4G05090	AT4G05090.2	Os07g0558200	Os07t0558200-02
AT3G51080	AT3G51080.1	Os11g0187200	Os11t0187200-01
AT1G35550	AT1G35550.1	Os03g0177900	Os03t0177900-03
AT1G35550	AT1G35550.1	Os03g0177900	Os03t0177900-02
AT1G35550	AT1G35550.1	Os03g0177900	Os03t0177900-01
AT1G35550	AT1G35550.1	Os03g0177500	Os03t0177500-01
AT1G20840	AT1G20840.2	Os03g0128932	Os03t0128932-00
AT1G20840	AT1G20840.2	Os02g0229400	Os02t0229400-01
AT1G20840	AT1G20840.2	Os02g0229400	Os02t0229400-02
AT1G20840	AT1G20840.1	Os03g0128932	Os03t0128932-00
AT1G20840	AT1G20840.1	Os02g0229400	Os02t0229400-01
AT1G20840	AT1G20840.1	Os02g0229400	Os02t0229400-02
AT5G02470	AT5G02470.2	Os01g0678700	Os01t0678700-01
AT5G02470	AT5G02470.1	Os01g0678700	Os01t0678700-01
AT5G02470	AT5G02470.3	Os01g0678700	Os01t0678700-01
AT1G03380	AT1G03380.1	Os05g0405900	Os05t0405900-03
AT1G03380	AT1G03380.1	Os05g0405900	Os05t0405900-02
AT1G03380	AT1G03380.1	Os05g0405900	Os05t0405900-01
AT3G59360	AT3G59360.2	Os02g0604300	Os02t0604300-01
AT3G59360	AT3G59360.1	Os02g0604300	Os02t0604300-01
AT1G20950	AT1G20950.1	Os02g0714200	Os02t0714200-01
AT1G20950	AT1G20950.1	Os06g0326400	Os06t0326400-01
AT1G20950	AT1G20950.1	Os08g0345700	Os08t0345700-01
AT1G20950	AT1G20950.1	Os08g0345700	Os08t0345700-02
AT1G56160	AT1G56160.1	Os04g0594100	Os04t0594100-01
AT5G18560	AT5G18560.1	Os07g0669500	Os07t0669500-01
AT3G16980	AT3G16980.1	Os07g0615800	Os07t0615800-00
AT2G30300	AT2G30300.1	Os05g0475700	Os05t0475700-01
AT2G30300	AT2G30300.1	Os05g0475700	Os05t0475700-02
AT2G30300	AT2G30300.1	Os01g0825500	Os01t0825500-02
AT2G30300	AT2G30300.1	Os01g0825500	Os01t0825500-01
AT1G09620	AT1G09620.1	Os09g0503400	Os09t0503400-01
AT1G09620	AT1G09620.1	Os09g0503400	Os09t0503400-02
AT1G09620	AT1G09620.1	Os09g0378300	Os09t0378300-01
AT1G34270	AT1G34270.1	Os04g0670600	Os04t0670600-02
AT1G34270	AT1G34270.1	Os04g0670600	Os04t0670600-01
AT4G12040	AT4G12040.1	Os01g0717601	Os01t0717601-00
AT4G12040	AT4G12040.1	Os01g0718000	Os01t0718000-01
AT4G12040	AT4G12040.2	Os01g0717601	Os01t0717601-00
AT4G12040	AT4G12040.2	Os01g0718000	Os01t0718000-01
AT5G30510	AT5G30510.1	Os03g0315800	Os03t0315800-01
AT5G30510	AT5G30510.1	Os03g0315800	Os03t0315800-02
AT5G62560	AT5G62560.1	Os06g0238000	Os06t0238000-00
AT1G62950	AT1G62950.1	Os10g0531700	Os10t0531700-00
AT2G42310	AT2G42310.1	Os08g0505001	Os08t0505001-01
AT5G06530	AT5G06530.1	Os03g0157400	Os03t0157400-02
AT5G06530	AT5G06530.1	Os03g0157400	Os03t0157400-01
AT5G06530	AT5G06530.3	Os03g0157400	Os03t0157400-02
AT5G06530	AT5G06530.3	Os03g0157400	Os03t0157400-01
AT5G06530	AT5G06530.4	Os03g0157400	Os03t0157400-02
AT5G06530	AT5G06530.4	Os03g0157400	Os03t0157400-01
AT5G06530	AT5G06530.2	Os03g0157400	Os03t0157400-02
AT5G06530	AT5G06530.2	Os03g0157400	Os03t0157400-01
AT1G50420	AT1G50420.1	Os11g0141700	Os11t0141700-00
AT1G50420	AT1G50420.1	Os05g0378500	Os05t0378500-00
AT1G50420	AT1G50420.1	Os12g0138100	Os12t0138100-00
AT1G50420	AT1G50420.1	Os11g0141500	Os11t0141500-00
AT4G23820	AT4G23820.1	Os05g0587000	Os05t0587000-01
AT4G23820	AT4G23820.1	Os02g0256100	Os02t0256100-02
AT4G23820	AT4G23820.1	Os02g0256100	Os02t0256100-01
AT4G23820	AT4G23820.1	Os02g0256100	Os02t0256100-03
AT5G01940	AT5G01940.1	Os03g0333300	Os03t0333300-02
AT5G01940	AT5G01940.1	Os03g0333300	Os03t0333300-01
AT5G01940	AT5G01940.1	Os03g0333300	Os03t0333300-03
AT5G01940	AT5G01940.2	Os03g0333300	Os03t0333300-02
AT5G01940	AT5G01940.2	Os03g0333300	Os03t0333300-01
AT5G01940	AT5G01940.2	Os03g0333300	Os03t0333300-03
AT5G01940	AT5G01940.3	Os03g0333300	Os03t0333300-02
AT5G01940	AT5G01940.3	Os03g0333300	Os03t0333300-01
AT5G01940	AT5G01940.3	Os03g0333300	Os03t0333300-03
AT1G49210	AT1G49210.1	Os02g0541500	Os02t0541500-00
AT1G06000	AT1G06000.1	Os06g0283100	Os06t0283100-00
AT1G06000	AT1G06000.1	Os08g0488800	Os08t0488800-00
AT1G06000	AT1G06000.1	Os06g0282000	Os06t0282000-01
AT5G42420	AT5G42420.1	Os07g0581000	Os07t0581000-01
AT5G42420	AT5G42420.1	Os07g0581000	Os07t0581000-02
AT5G42420	AT5G42420.2	Os07g0581000	Os07t0581000-01
AT5G42420	AT5G42420.2	Os07g0581000	Os07t0581000-02
AT4G07670	AT4G07670.2	Os01g0743300	Os01t0743300-01
AT4G07670	AT4G07670.2	Os01g0740600	Os01t0740600-01
AT4G07670	AT4G07670.1	Os01g0743300	Os01t0743300-01
AT4G07670	AT4G07670.1	Os01g0740600	Os01t0740600-01
AT4G29840	AT4G29840.1	Os05g0549700	Os05t0549700-02
AT4G29840	AT4G29840.1	Os05g0549700	Os05t0549700-01
AT1G54115	AT1G54115.1	Os03g0180000	Os03t0180000-00
AT4G23590	AT4G23590.1	Os06g0345200	Os06t0345200-02
AT4G23590	AT4G23590.1	Os06g0345200	Os06t0345200-01
AT4G23590	AT4G23590.1	Os02g0302700	Os02t0302700-01
AT3G01490	AT3G01490.2	Os01g0641000	Os01t0641000-01
AT3G01490	AT3G01490.1	Os01g0641000	Os01t0641000-01
AT2G26590	AT2G26590.2	Os05g0594800	Os05t0594800-01
AT2G26590	AT2G26590.4	Os05g0594800	Os05t0594800-01
AT2G26590	AT2G26590.3	Os05g0594800	Os05t0594800-01
AT2G26590	AT2G26590.1	Os05g0594800	Os05t0594800-01
AT5G42500	AT5G42500.1	Os11g0179700	Os11t0179700-00
AT2G40380	AT2G40380.1	Os11g0107600	Os11t0107600-01
AT2G40380	AT2G40380.1	Os12g0107600	Os12t0107600-00
AT3G45140	AT3G45140.1	Os08g0508800	Os08t0508800-01
AT3G45140	AT3G45140.2	Os08g0508800	Os08t0508800-01
AT3G54650	AT3G54650.1	Os03g0633100	Os03t0633100-00
AT3G54650	AT3G54650.1	Os03g0633400	Os03t0633400-01
AT3G46290	AT3G46290.1	Os03g0281500	Os03t0281500-01
AT1G50500	AT1G50500.3	Os01g0906200	Os01t0906200-01
AT1G50500	AT1G50500.5	Os01g0906200	Os01t0906200-01
AT1G50500	AT1G50500.2	Os01g0906200	Os01t0906200-01
AT1G50500	AT1G50500.1	Os01g0906200	Os01t0906200-01
AT1G50500	AT1G50500.4	Os01g0906200	Os01t0906200-01
AT3G07520	AT3G07520.1	Os09g0428300	Os09t0428300-00
AT3G07520	AT3G07520.1	Os09g0428600	Os09t0428600-00
AT3G07520	AT3G07520.1	Os09g0429200	Os09t0429200-00
AT3G07520	AT3G07520.1	Os09g0429000	Os09t0429000-00
AT3G56600	AT3G56600.2	Os01g0270700	Os01t0270700-00
AT3G56600	AT3G56600.3	Os01g0270700	Os01t0270700-00
AT3G56600	AT3G56600.1	Os01g0270700	Os01t0270700-00
AT5G62350	AT5G62350.1	Os06g0711800	Os06t0711800-01
AT2G32740	AT2G32740.1	Os12g0224400	Os12t0224400-01
AT3G60460	AT3G60460.1	Os06g0118150	Os06t0118150-00
AT1G13890	AT1G13890.1	Os03g0212400	Os03t0212400-01
AT1G13890	AT1G13890.2	Os03g0212400	Os03t0212400-01
AT5G44630	AT5G44630.1	Os05g0341900	Os05t0341900-00
AT5G44630	AT5G44630.1	Os03g0299800	Os03t0299800-01
AT5G44630	AT5G44630.1	Os03g0299800	Os03t0299800-03
AT5G44630	AT5G44630.1	Os03g0299800	Os03t0299800-02
AT5G44630	AT5G44630.1	Os01g0825900	Os01t0825900-01
AT5G44630	AT5G44630.1	Os11g0109700	Os11t0109700-02
AT5G44630	AT5G44630.1	Os11g0109700	Os11t0109700-01
AT5G44630	AT5G44630.1	Os11g0109700	Os11t0109700-03
AT5G44630	AT5G44630.1	Os11g0109700	Os11t0109700-04
AT4G32580	AT4G32580.1	Os10g0500700	Os10t0500700-02
AT4G32580	AT4G32580.1	Os10g0500700	Os10t0500700-01
AT5G40670	AT5G40670.1	Os12g0278700	Os12t0278700-02
AT5G40670	AT5G40670.1	Os12g0278700	Os12t0278700-01
AT1G13520	AT1G13520.1	Os08g0414000	Os08t0414000-00
AT1G13520	AT1G13520.1	Os08g0413500	Os08t0413500-00
AT1G13520	AT1G13520.1	Os08g0412700	Os08t0412700-01
AT3G47780	AT3G47780.1	Os08g0398300	Os08t0398300-01
AT3G47780	AT3G47780.1	Os06g0589300	Os06t0589300-01
AT1G65640	AT1G65640.1	Os05g0417100	Os05t0417100-01
AT1G65640	AT1G65640.2	Os05g0417100	Os05t0417100-01
AT2G03530	AT2G03530.5	Os12g0503300	Os12t0503300-00
AT2G03530	AT2G03530.2	Os12g0503300	Os12t0503300-00
AT2G03530	AT2G03530.1	Os12g0503300	Os12t0503300-00
AT2G03530	AT2G03530.4	Os12g0503300	Os12t0503300-00
AT2G03530	AT2G03530.3	Os12g0503300	Os12t0503300-00
AT1G16260	AT1G16260.1	Os09g0471200	Os09t0471200-00
AT1G16260	AT1G16260.1	Os04g0517700	Os04t0517700-01
AT1G16260	AT1G16260.2	Os09g0471200	Os09t0471200-00
AT1G16260	AT1G16260.2	Os04g0517700	Os04t0517700-01
AT1G16260	AT1G16260.3	Os09g0471200	Os09t0471200-00
AT1G16260	AT1G16260.3	Os04g0517700	Os04t0517700-01
AT3G59020	AT3G59020.2	Os04g0337201	Os04t0337201-00
AT3G59020	AT3G59020.1	Os04g0337201	Os04t0337201-00
AT4G02650	AT4G02650.1	Os01g0881100	Os01t0881100-01
AT4G02650	AT4G02650.1	Os05g0426100	Os05t0426100-00
AT1G04520	AT1G04520.1	Os03g0140500	Os03t0140500-01
AT1G04520	AT1G04520.1	Os03g0140500	Os03t0140500-02
AT5G07670	AT5G07670.1	Os02g0658500	Os02t0658500-01
AT4G33150	AT4G33150.4	Os02g0783625	Os02t0783625-00
AT4G33150	AT4G33150.2	Os02g0783625	Os02t0783625-00
AT4G33150	AT4G33150.1	Os02g0783625	Os02t0783625-00
AT4G33150	AT4G33150.3	Os02g0783625	Os02t0783625-00
AT5G50915	AT5G50915.4	Os09g0510500	Os09t0510500-01
AT5G50915	AT5G50915.4	Os05g0103000	Os05t0103000-01
AT5G50915	AT5G50915.4	Os08g0536800	Os08t0536800-01
AT5G50915	AT5G50915.2	Os09g0510500	Os09t0510500-01
AT5G50915	AT5G50915.2	Os05g0103000	Os05t0103000-01
AT5G50915	AT5G50915.2	Os08g0536800	Os08t0536800-01
AT5G50915	AT5G50915.1	Os09g0510500	Os09t0510500-01
AT5G50915	AT5G50915.1	Os05g0103000	Os05t0103000-01
AT5G50915	AT5G50915.1	Os08g0536800	Os08t0536800-01
AT5G50915	AT5G50915.3	Os09g0510500	Os09t0510500-01
AT5G50915	AT5G50915.3	Os05g0103000	Os05t0103000-01
AT5G50915	AT5G50915.3	Os08g0536800	Os08t0536800-01
AT5G23590	AT5G23590.2	Os03g0136800	Os03t0136800-01
AT5G23590	AT5G23590.1	Os03g0136800	Os03t0136800-01
AT5G55480	AT5G55480.1	Os08g0503200	Os08t0503200-01
AT5G55480	AT5G55480.1	Os12g0456700	Os12t0456700-01
AT2G18220	AT2G18220.1	Os10g0495500	Os10t0495500-01
AT5G56470	AT5G56470.1	Os02g0124599	Os02t0124599-00
AT1G63340	AT1G63340.1	Os10g0553800	Os10t0553800-01
AT3G07050	AT3G07050.1	Os01g0375000	Os01t0375000-01
AT2G37660	AT2G37660.1	Os03g0822200	Os03t0822200-01
AT1G27100	AT1G27100.1	Os03g0801900	Os03t0801900-01
AT5G15120	AT5G15120.1	Os05g0592300	Os05t0592300-02
AT5G15120	AT5G15120.1	Os05g0592300	Os05t0592300-01
AT5G15120	AT5G15120.1	Os01g0185500	Os01t0185500-00
AT1G27595	AT1G27595.1	Os01g0694300	Os01t0694300-01
AT1G27595	AT1G27595.2	Os01g0694300	Os01t0694300-01
AT4G10540	AT4G10540.1	Os02g0270900	Os02t0270900-00
AT4G10540	AT4G10540.1	Os02g0271600	Os02t0271600-00
AT2G17050	AT2G17050.2	Os01g0656400	Os01t0656400-00
AT2G17050	AT2G17050.2	Os05g0571200	Os05t0571200-01
AT2G17050	AT2G17050.1	Os01g0656400	Os01t0656400-00
AT2G17050	AT2G17050.1	Os05g0571200	Os05t0571200-01
AT2G17050	AT2G17050.3	Os01g0656400	Os01t0656400-00
AT2G17050	AT2G17050.3	Os05g0571200	Os05t0571200-01
AT4G01850	AT4G01850.2	Os05g0135700	Os05t0135700-01
AT4G01850	AT4G01850.2	Os05g0135700	Os05t0135700-02
AT4G01850	AT4G01850.1	Os05g0135700	Os05t0135700-01
AT4G01850	AT4G01850.1	Os05g0135700	Os05t0135700-02
AT4G17260	AT4G17260.1	Os06g0104900	Os06t0104900-01
AT1G07530	AT1G07530.1	Os11g0705200	Os11t0705200-01
AT1G07530	AT1G07530.1	Os04g0590400	Os04t0590400-01
AT1G07530	AT1G07530.1	Os03g0690600	Os03t0690600-01
AT1G07530	AT1G07530.1	Os03g0690600	Os03t0690600-03
AT1G07530	AT1G07530.1	Os03g0690600	Os03t0690600-02
AT2G15490	AT2G15490.1	Os01g0638000	Os01t0638000-01
AT2G15490	AT2G15490.1	Os01g0638600	Os01t0638600-01
AT2G15490	AT2G15490.3	Os01g0638000	Os01t0638000-01
AT2G15490	AT2G15490.3	Os01g0638600	Os01t0638600-01
AT2G15490	AT2G15490.2	Os01g0638000	Os01t0638000-01
AT2G15490	AT2G15490.2	Os01g0638600	Os01t0638600-01
AT5G40210	AT5G40210.1	Os09g0426000	Os09t0426000-01
AT5G03980	AT5G03980.1	Os11g0521000	Os11t0521000-01
AT5G01730	AT5G01730.1	Os07g0691700	Os07t0691700-01
AT5G01730	AT5G01730.1	Os03g0298700	Os03t0298700-01
AT5G01730	AT5G01730.11	Os07g0691700	Os07t0691700-01
AT5G01730	AT5G01730.11	Os03g0298700	Os03t0298700-01
AT5G01730	AT5G01730.4	Os07g0691700	Os07t0691700-01
AT5G01730	AT5G01730.4	Os03g0298700	Os03t0298700-01
AT5G01730	AT5G01730.7	Os07g0691700	Os07t0691700-01
AT5G01730	AT5G01730.7	Os03g0298700	Os03t0298700-01
AT5G01730	AT5G01730.9	Os07g0691700	Os07t0691700-01
AT5G01730	AT5G01730.9	Os03g0298700	Os03t0298700-01
AT5G01730	AT5G01730.5	Os07g0691700	Os07t0691700-01
AT5G01730	AT5G01730.5	Os03g0298700	Os03t0298700-01
AT5G01730	AT5G01730.3	Os07g0691700	Os07t0691700-01
AT5G01730	AT5G01730.3	Os03g0298700	Os03t0298700-01
AT5G01730	AT5G01730.8	Os07g0691700	Os07t0691700-01
AT5G01730	AT5G01730.8	Os03g0298700	Os03t0298700-01
AT5G01730	AT5G01730.2	Os07g0691700	Os07t0691700-01
AT5G01730	AT5G01730.2	Os03g0298700	Os03t0298700-01
AT5G01730	AT5G01730.10	Os07g0691700	Os07t0691700-01
AT5G01730	AT5G01730.10	Os03g0298700	Os03t0298700-01
AT5G01730	AT5G01730.6	Os07g0691700	Os07t0691700-01
AT5G01730	AT5G01730.6	Os03g0298700	Os03t0298700-01
AT5G40000	AT5G40000.1	Os01g0297200	Os01t0297200-01
AT5G40000	AT5G40000.1	Os12g0639500	Os12t0639500-01
AT5G40000	AT5G40000.1	Os12g0467700	Os12t0467700-01
AT5G40000	AT5G40000.1	Os12g0467700	Os12t0467700-02
AT5G40000	AT5G40000.1	Os12g0639200	Os12t0639200-01
AT5G40000	AT5G40000.1	Os03g0802600	Os03t0802600-01
AT2G17890	AT2G17890.1	Os02g0126400	Os02t0126400-01
AT2G17890	AT2G17890.1	Os02g0126400	Os02t0126400-02
AT2G17890	AT2G17890.1	Os07g0409900	Os07t0409900-02
AT2G17890	AT2G17890.1	Os07g0409900	Os07t0409900-01
AT4G09810	AT4G09810.2	Os05g0215800	Os05t0215800-01
AT4G09810	AT4G09810.3	Os05g0215800	Os05t0215800-01
AT4G09810	AT4G09810.1	Os05g0215800	Os05t0215800-01
AT4G37830	AT4G37830.3	Os03g0772800	Os03t0772800-01
AT4G37830	AT4G37830.3	Os03g0772800	Os03t0772800-02
AT4G37830	AT4G37830.1	Os03g0772800	Os03t0772800-01
AT4G37830	AT4G37830.1	Os03g0772800	Os03t0772800-02
AT4G37830	AT4G37830.2	Os03g0772800	Os03t0772800-01
AT4G37830	AT4G37830.2	Os03g0772800	Os03t0772800-02
AT5G19860	AT5G19860.1	Os05g0221200	Os05t0221200-01
AT5G19860	AT5G19860.1	Os05g0221200	Os05t0221200-02
AT5G19860	AT5G19860.1	Os03g0693400	Os03t0693400-01
AT4G01090	AT4G01090.1	Os06g0524300	Os06t0524300-01
AT4G01090	AT4G01090.1	Os05g0586400	Os05t0586400-01
AT4G01090	AT4G01090.1	Os02g0258300	Os02t0258300-01
AT4G01090	AT4G01090.1	Os02g0258300	Os02t0258300-02
AT3G20300	AT3G20300.1	Os02g0566400	Os02t0566400-01
AT3G20300	AT3G20300.1	Os04g0448000	Os04t0448000-00
AT3G20300	AT3G20300.1	Os06g0635200	Os06t0635200-01
AT3G56070	AT3G56070.1	Os09g0571400	Os09t0571400-01
AT3G56070	AT3G56070.2	Os09g0571400	Os09t0571400-01
AT5G07450	AT5G07450.1	Os02g0652000	Os02t0652000-01
AT5G07450	AT5G07450.1	Os10g0563900	Os10t0563900-01
AT1G31550	AT1G31550.2	Os03g0365850	Os03t0365850-00
AT1G31550	AT1G31550.2	Os03g0365900	Os03t0365900-01
AT1G31550	AT1G31550.2	Os01g0649900	Os01t0649900-01
AT1G31550	AT1G31550.2	Os01g0649200	Os01t0649200-01
AT1G31550	AT1G31550.2	Os03g0365000	Os03t0365000-00
AT1G31550	AT1G31550.2	Os01g0651000	Os01t0651000-01
AT1G31550	AT1G31550.1	Os03g0365850	Os03t0365850-00
AT1G31550	AT1G31550.1	Os03g0365900	Os03t0365900-01
AT1G31550	AT1G31550.1	Os01g0649900	Os01t0649900-01
AT1G31550	AT1G31550.1	Os01g0649200	Os01t0649200-01
AT1G31550	AT1G31550.1	Os03g0365000	Os03t0365000-00
AT1G31550	AT1G31550.1	Os01g0651000	Os01t0651000-01
AT1G59030	AT1G59030.1	Os10g0438600	Os10t0438600-01
AT1G59030	AT1G59030.1	Os06g0351500	Os06t0351500-01
AT1G59030	AT1G59030.1	Os09g0540400	Os09t0540400-01
AT1G59030	AT1G59030.1	Os09g0540400	Os09t0540400-02
AT1G59030	AT1G59030.1	Os10g0140300	Os10t0140300-01
AT1G75100	AT1G75100.1	Os03g0198300	Os03t0198300-01
AT1G75100	AT1G75100.1	Os03g0198300	Os03t0198300-02
AT4G30440	AT4G30440.1	Os02g0791500	Os02t0791500-02
AT4G30440	AT4G30440.1	Os02g0791500	Os02t0791500-01
AT3G14730	AT3G14730.1	Os01g0818200	Os01t0818200-01
AT3G14730	AT3G14730.1	Os01g0818200	Os01t0818200-02
AT3G16800	AT3G16800.5	Os05g0358500	Os05t0358500-01
AT3G16800	AT3G16800.5	Os05g0358500	Os05t0358500-02
AT3G16800	AT3G16800.2	Os05g0358500	Os05t0358500-01
AT3G16800	AT3G16800.2	Os05g0358500	Os05t0358500-02
AT3G16800	AT3G16800.1	Os05g0358500	Os05t0358500-01
AT3G16800	AT3G16800.1	Os05g0358500	Os05t0358500-02
AT3G16800	AT3G16800.4	Os05g0358500	Os05t0358500-01
AT3G16800	AT3G16800.4	Os05g0358500	Os05t0358500-02
AT3G16800	AT3G16800.6	Os05g0358500	Os05t0358500-01
AT3G16800	AT3G16800.6	Os05g0358500	Os05t0358500-02
AT3G16800	AT3G16800.3	Os05g0358500	Os05t0358500-01
AT3G16800	AT3G16800.3	Os05g0358500	Os05t0358500-02
AT3G16490	AT3G16490.1	Os05g0187500	Os05t0187500-01
AT1G64450	AT1G64450.1	Os05g0238400	Os05t0238400-01
AT4G18600	AT4G18600.1	Os01g0208600	Os01t0208600-01
AT4G18600	AT4G18600.1	Os01g0208600	Os01t0208600-02
AT4G18600	AT4G18600.1	Os01g0208600	Os01t0208600-03
AT4G18600	AT4G18600.4	Os01g0208600	Os01t0208600-01
AT4G18600	AT4G18600.4	Os01g0208600	Os01t0208600-02
AT4G18600	AT4G18600.4	Os01g0208600	Os01t0208600-03
AT4G18600	AT4G18600.5	Os01g0208600	Os01t0208600-01
AT4G18600	AT4G18600.5	Os01g0208600	Os01t0208600-02
AT4G18600	AT4G18600.5	Os01g0208600	Os01t0208600-03
AT4G18600	AT4G18600.3	Os01g0208600	Os01t0208600-01
AT4G18600	AT4G18600.3	Os01g0208600	Os01t0208600-02
AT4G18600	AT4G18600.3	Os01g0208600	Os01t0208600-03
AT4G18600	AT4G18600.2	Os01g0208600	Os01t0208600-01
AT4G18600	AT4G18600.2	Os01g0208600	Os01t0208600-02
AT4G18600	AT4G18600.2	Os01g0208600	Os01t0208600-03
AT4G31100	AT4G31100.1	Os09g0471200	Os09t0471200-00
AT4G31100	AT4G31100.1	Os04g0517700	Os04t0517700-01
AT1G71960	AT1G71960.1	Os11g0177400	Os11t0177400-01
AT4G27020	AT4G27020.1	Os01g0793500	Os01t0793500-01
AT1G48910	AT1G48910.1	Os11g0207900	Os11t0207900-00
AT1G48910	AT1G48910.1	Os11g0207700	Os11t0207700-00
AT1G19410	AT1G19410.1	Os04g0440400	Os04t0440400-00
AT3G10770	AT3G10770.1	Os05g0411600	Os05t0411600-01
AT3G10770	AT3G10770.2	Os05g0411600	Os05t0411600-01
